ID,Delay,Karma,Average,Stories,Comments,About,Created,Updated
u801e,,20,0.0,0,15,,1397005800,1452536234
u8337,0,1,0.0,0,1,,1389268695,1452919946
u84six,0,9,0.0,0,0,,1422569242,1453165686
u86433,0,2,0.0,1,1,,1385391798,1452920937
u8mybrownies,,20,0.0,8,1,,1364925584,1450207814
