ID,Type,Story,Parent,Points,Comments,Author,Title,URL,Content,Created
861,comment,808,841,0,0,danw,,,"Sorry, &#34;Everything you need to know&#34; was the name of the original talk. These notes don't cover everything but I hoped people would find some of this useful. Perhaps I should have waited till the audio & slides were posted.",1172314597
