ID,Type,Story,Parent,Points,Comments,Author,Title,URL,Content,Created
31725,comment,31722,31723,0,0,ralph,,,"Linus re-implemented an existing thing;  Unix.  He didn't go off and invent his own OS with its own concepts, e.g. Plan 9.  I think he's a bad example for your point.",1183208301
