ID,Karma,Average,Stories,Comments,About,Created
P0tH1x,1,0.0,0,1,0,1317131843
P1,1,0.0,2,0,0,1359124003
P1kachu,1,0.0,3,0,0,1441124073
P3KLb82AhB,0,0.0,0,4,0,1372583328
P3R3,4,0.0,0,3,0,1440008563
P3t3r,1,0.0,0,1,0,1239468659
P4tr3ck,7,0.0,1,3,0,1328170800
P4u1,5,0.0,2,10,0,1372084176
PA001,1,0.0,0,1,0,1370264249
PAC1960,1,0.0,0,1,0,1438782527
PACSPA,8,0.0,1,3,0,1194201066
PADRINO,1,0.0,1,0,0,1343925995
PAGator,1,0.0,0,1,0,1406305353
PANICATECH,7,0.0,13,0,0,1404044230
PAPPP,2,0.0,0,1,0,1324180813
PARINAZ,1,0.0,1,0,0,1310019031
PATO555148,1,0.0,0,1,0,1442523434
PAULHANNA84,15,0.0,2,24,0,1363342535
PAULiSEE,1,0.0,2,0,0,1339672879
PAWebb,3,0.0,0,2,0,1231210416
PB1985,1,0.0,1,0,0,1377063258
PBJ_Publishing,1,0.0,0,2,0,1317149869
PBennett,1,0.0,0,1,0,1289000289
PBenz,8,0.0,0,1,0,1298643318
PBsizzle,1,0.0,1,0,0,1322179741
PButcher93,146,0.0,3,7,0,1352743261
PBxdId7wFr,24,0.0,3,13,0,1324146306
PC-Hawk,17,0.0,0,2,0,1441716653
PC-SithLord,1,0.0,1,0,0,1387620527
PCGuy,5,0.0,0,3,0,1206145122
PCONerd,2,0.0,1,1,0,1272818611
PCP,1,0.0,1,0,0,1278359504
PCRepairGlasgow,1,0.0,1,0,0,1350499179
PCTips,1,0.0,4,0,0,1352236481
PC_Hawk,1,0.0,0,1,0,1424995978
PCapone,1,0.0,0,1,0,1294203449
PCaponetti,3,0.0,1,1,0,1314733578
PCheese,80,0.0,1,20,0,1256604540
PChop,1,0.0,0,1,0,1413430237
PCollins,1,0.0,1,2,0,1394912508
PConception,1,0.0,1,0,0,1416223435
PCorDie,7,0.0,14,1,0,1409242368
PDMedia,1,0.0,2,0,0,1397154338
PDXSaraM,1,0.0,0,1,0,1380730566
PDegenPortnoy,2,0.0,1,5,0,1366731203
PDoF,2,0.0,0,2,0,1270435070
PEACHLINK2013,1,0.0,1,0,0,1373107134
PEGASOXD,1,0.0,1,0,0,1383139157
PEM524,-2,0.0,0,4,0,1284442452
PENLAND365,-5,0.0,0,2,0,1364492781
PEPERAINAL,1,0.0,1,0,0,1387304020
PETERLEE1768,0,0.0,0,2,0,1424075083
PEntremont,4,0.0,10,7,0,1396604056
PFMiningCo,1,0.0,0,1,0,1393480133
PFournier,1,0.0,0,1,0,1324710247
PG-13,63,2.0,0,32,0,1269523946
PGMonetize,1,0.0,1,0,0,1418948324
PGST2012,1,0.0,2,0,0,1326639369
PG_12,1,0.0,1,0,0,1360552494
PG_hein_online,1,0.0,0,1,0,1213021702
PGenes,0,0.0,0,25,0,1307360458
PGenes2,1,0.0,0,1,0,1320023491
PHB,1,0.0,0,1,0,1305726036
PHLAK,4,0.0,0,3,0,1316444076
PHLITE,0,0.0,0,2,0,1257312532
PHP-TROLL,-13,0.0,0,1,0,1256237642
PHPAdam,34,1.0,1,39,0,1285362284
PHPDevelopment,1,0.0,1,0,0,1332851650
PHP_Developer,17,0.0,2,0,0,1342214800
PHPdouche,1,0.0,1,0,0,1400942150
PHPmysqlSF,1,0.0,1,1,0,1369649047
PHWhillock,1,0.0,1,0,0,1403864663
PHansen,2,0.0,1,0,0,1360008057
PI,21,0.0,1,18,0,1210898337
PIC,-4,0.0,0,1,0,1437704135
PIKLU,1,0.0,1,0,0,1305698092
PITTs,1,0.0,1,0,0,1301131740
PJAX,1,0.0,0,1,0,1438866934
PJCrosier,6,0.0,0,6,0,1200768970
PJD,1,0.0,0,2,0,1381808844
PJDK,133,0.0,0,42,0,1403279576
PJGNasty,1,0.0,0,0,0,1257263951
PJGoldwing,16,0.0,2,5,0,1222962147
PJM,1,0.0,0,1,0,1220725322
PJNasty,6,0.0,1,4,0,1259870175
PJWilkinson,1,0.0,0,1,0,1209569809
PJones,23,0.0,0,31,0,1305030532
PK12,1,0.0,2,0,0,1435681661
PKKid,2,0.0,0,1,0,1265727382
PKP2001,2,0.0,0,1,0,1365510542
PKeeble,40,0.0,5,17,0,1231789875
PKirish,1,0.0,0,1,0,1349660420
PKiss,4,0.0,1,1,0,1365596724
PKop,219,2.95349,21,71,0,1331757196
PKosseh,1,0.0,1,1,0,1435851031
PKren,1,0.0,0,1,0,1367941452
PL1,5,0.0,0,1,0,1418506542
PLCC,20,0.0,0,2,0,1438696702
PL_Graduateland,1,0.0,1,0,0,1397035425
PLaiN_sight,1,0.0,0,1,0,1366825934
PLegner,1,0.0,2,0,0,1354836773
PLejeck,160,1.45455,6,163,0,1311666574
PLenz,372,2.79545,13,65,0,1367432694
PMBcreative,1,0.0,1,0,0,1335330728
PMHacker,18,0.0,5,6,0,1286537980
PMPThatcher,1,0.0,0,1,0,1413825913
PM_Tech,-5,0.767441860465116,1,70,0,1404458684
PMan74,157,0.0,0,49,0,1377767330
PMdev,1,0.0,0,1,0,1413391789
PN101,1,0.0,2,0,0,1361822456
POONNakorn,7,0.0,2,0,0,1348643393
POPE,2,0.0,0,0,0,1255052741
POPPACHERRY,1,0.0,0,3,0,1387080835
POWERDOG,2,0.0,0,5,0,1275539217
POWERSTOMP,1,0.0,1,1,0,1399981348
POWERfan,27,0.0,0,2,0,1436437196
POiNTx,36,0.0,0,7,0,1430237457
PPCAssociates,1,0.0,31,0,0,1346428040
PPCore,3,0.0,8,0,0,1418354550
PPGualtieri,21,0.0,0,3,0,1318905265
PPLwynSPFJ5p,-7,0.0,0,8,0,1403865559
PPMPlumbing,1,0.0,1,0,0,1364420668
PPallemberg,2,0.0,0,3,0,1407857962
PRGZ,2,0.0,0,2,0,1263357970
PRIVACYINVASION,0,0.0,0,1,0,1415362662
PRJIUS,7,0.0,0,1,0,1352307667
PRJIUS2,23,0.0,0,3,0,1362697438
PRL,1,0.0,0,1,0,1329051837
PRNDLDevStudios,3,0.0,2,3,0,1329621464
PRTPRT,1,0.0,0,1,0,1350973194
PRodriguez,1,0.0,0,1,0,1404946106
PRoth,1,0.0,0,1,0,1207797881
PS-DEV,1,0.0,5,0,0,1391174836
PSDGirl,1,0.0,2,0,0,1440843878
PSH_ORG,1,0.0,1,0,0,1424432864
PSJ007,1,0.0,1,0,0,1338892117
PSOME,2,0.0,1,2,0,1279977689
PSTAccelerator,4,0.0,1,0,0,1322847364
PSeitz,65,0.0,0,71,0,1403706121
PSolt,24,0.0,10,2,0,1351113159
