ID,Karma,Average,Stories,Comments,About,Created
8-bit_Blaster,6,0.0,0,9,0,1239519503
80,43,0.0,0,19,0,1375198066
80049vet,1,0.0,1,0,0,1337047168
800pounder,1,0.0,2,0,0,1280867473
805guy,2,0.0,0,2,0,1325198140
8080,2,0.0,0,2,0,1368822035
8086,1,0.0,0,2,0,1372708622
80ProofPudding,132,0.0,27,14,0,1409683681
80billion2010,-1,0.0,0,1,0,1267430484
80cols,1,0.0,0,1,0,1323245733
80columns,1,0.0,1,0,0,1327694738
80hours,8,0.0,1,6,0,1320967269
80j0TL2C,1,0.0,1,2,0,1354377895
80x25,6,0.0,0,1,0,1445018409
8102460,4,0.0,0,2,0,1406654782
8125375,1,0.0,0,1,0,1407005161
81289h1221dj0,2,0.0,0,2,0,1376245602
813594,3,0.0,0,1,0,1382808730
8154730,3,0.0,0,2,0,1407531452
817javier,1,0.0,2,0,0,1381464042
81gtthn789,1,0.0,1,0,0,1321046091
825456bww91,1,0.0,1,0,0,1315152176
8273me,6,0.0,0,1,0,1301268001
8294twatson,2,0.0,1,0,0,1393616745
82unpluggd,4,0.0,0,1,0,1310826357
82xx,11,0.0,0,8,0,1428583023
8316qyda1,1,0.0,1,0,0,1333901721
83457,552,2.75,8,242,0,1240509337
834wu8389uo9,1,0.0,0,1,0,1362465500
837,1,0.0,0,1,0,1373894200
8375,7,0.0,0,1,0,1363978903
83a,12,0.0,1,14,0,1371374867
83dB,1,0.0,2,0,0,1373532480
83hrdiuhaewkfjn,-4,0.0,0,1,0,1425214703
83kh,1,0.0,1,0,0,1382012103
83tb,1,0.0,0,3,0,1328288760
83yg49,1,0.0,0,1,0,1405013554
84,2,0.0,1,0,0,1308566613
8462646,1,0.0,0,2,0,1413420177
8475693,1,0.0,0,1,0,1409250977
84Bliss,1,0.0,0,1,0,1320963732
84koba,3,0.0,1,3,0,1417529357
84madhu,1,0.0,0,1,0,1383571852
852147963,1,0.0,0,2,0,1370700129
8557056,-5,0.0,0,3,0,1415143815
8562mike,1,0.0,1,0,0,1364155123
8568465458877,2,0.0,0,1,0,1431684977
856dfiuk,2,0.0,0,1,0,1431669684
8574672709,1,0.0,1,0,0,1361307124
85fce,1,0.0,1,0,0,1371673520
864387r045,10,0.0,1,5,0,1302165794
8650792525,1,0.0,1,0,0,1310216047
8654395,3,0.0,0,2,0,1374848438
8675413215454,1,0.0,0,1,0,1273424322
8681150,1,0.0,1,0,0,1355344934
86972bxds,1,0.0,1,0,0,1333315742
86shifts,1,0.0,2,0,0,1308726982
87159377,0,0.0,0,1,0,1286480742
87689769867,0,0.0,0,2,0,1363966138
87878787878,1,0.0,1,0,0,1373240778
879ijko,1,0.0,0,1,0,1369432342
87ctyf93w67tcj,1,0.0,0,1,0,1411072508
881118,1,0.0,0,1,0,1402831092
88250,1,0.0,0,1,0,1414480892
882542F3884314B,63,0.0,11,2,0,1399060017
885895,-4,0.0,0,3,0,1444006543
887,14,0.0,0,4,0,1402005118
8877workgold,-13,0.0,0,1,0,1303612649
88806321758,1,0.0,1,0,0,1329893096
8888,1,0.0,0,1,0,1392716180
888888_,0,0.0,0,1,0,1363902851
888hc,1,0.0,0,2,0,1314320330
88Dev,1,0.0,1,0,0,1307715718
88e282102ae2e5b,633,0.0,12,93,0,1406066804
88trh,17,0.0,0,5,0,1385543218
892374972934879,1,0.0,0,1,0,1179628100
8934089,1,0.0,0,1,0,1370806480
8957a7e86,3,0.0,0,3,0,1414392148
89988989,1,0.0,0,2,0,1320075329
89a,160,0.0,1,253,0,1334053635
89hx93um2x,1,0.0,1,0,0,1352119256
89lp63,1,0.0,4,0,0,1333687937
89sd,1,0.0,1,0,0,1304668193
89vision,38,0.0,0,21,0,1332285707
8BBAXD6L,1,0.0,0,1,0,1407069597
8Figure,1,0.0,1,0,0,1341672223
8Z9ZSspT,1,0.0,0,2,0,1275118600
8___D,0,0.0,1,3,0,1305899118
8_hours_ago,341,2.75,3,93,0,1380157068
8bellyoctopus,1,0.0,1,0,0,1399416177
8bitanth,1,0.0,2,0,0,1356088086
8bitben,4,0.0,0,1,0,1365762658
8bitbomb,1,0.0,0,1,0,1341246224
8bithero,8,0.0,2,11,0,1381731734
8bitliving,344,0.0,40,8,0,1317133054
8bitmat,1,0.0,1,0,0,1433279548
8bitpal,16,0.0,2,8,0,1297423635
8bitpony,69,0.0,11,8,0,1353413844
8bitsboy,1,0.0,0,1,0,1352050430
8cellos,1,0.0,0,3,0,1406844054
8chan,275,0.0,0,5,0,1432774220
8charles,1,0.0,0,1,0,1298659745
8cmj7A,4,0.0,1,3,0,1320180174
8ctopus,3,0.0,0,2,0,1328326331
8d9f122e,4,0.0,2,1,0,1441589973
8dad6bea,55,0.0,0,4,0,1426566250
8dayz,1,0.0,1,0,0,1323135012
8dot5by11,18,0.0,2,11,0,1309146336
8draco8,4,0.0,3,5,0,1383683744
8en,30,0.0,6,16,0,1179430253
8entropy,2,0.0,0,1,0,1385788470
8f1k7u0a5,1,0.0,1,0,0,1336485084
8f2ab37a-ed6c,6,0.0,0,1,0,1415335041
8f7fd73m087b,1,0.0,6,0,0,1331731257
8files,1,0.0,2,0,0,1433257869
8frogs,1,0.0,4,0,0,1346836600
8hugs,1,0.0,0,1,0,1425664367
8ig8,2340,2.18182,101,503,0,1276971819
8ightdesign,1,0.0,0,1,0,1429612592
8iterations,22,0.0,23,5,0,1301262531
8jef,20,0.0,8,12,0,1331560724
8joe,1,0.0,0,1,0,1410917864
8lake,4,0.0,1,0,0,1264226442
8maki,1,0.0,0,7,0,1308066778
8note,19,0.0,0,19,0,1371528681
8o89op89,1,0.0,1,0,0,1320948480
8plot,297,3.0,8,40,0,1196897437
8pmnews,1,0.0,1,0,0,1326105871
8protons,1,0.0,3,0,0,1400516990
8psdfst2v6g,1,0.0,1,0,0,1333247561
8ren,588,4.0,20,123,0,1285743183
8rian,15,0.0,0,3,0,1429007101
8s6d788g7,1,0.0,1,0,0,1314523596
8sigma,0,0.0,3,1,0,1426136050
8thcross,6,0.0,0,1,0,1443309328
8uhb,1,0.0,0,1,0,1403274258
8uyhaeryo,4,0.0,0,1,0,1414273520
8w14d16xo2,1,0.0,1,0,0,1315643604
8wist,2,0.0,0,1,0,1236058012
8womendream,1,0.0,1,2,0,1285569588
8worm,-1,0.0,0,1,0,1304785450
