ID,Karma,Average,Stories,Comments,About,Created
G00d1,2,0.0,0,6,0,1428702138
G1mP0,1,0.0,0,1,0,1362658859
G228,6,0.0,1,6,0,1382545511
G2789,4,0.0,0,4,0,1300724457
G2P,9,0.0,0,2,0,1421779020
G3E9,4,0.0,0,3,0,1415750026
G3P,34,0.0,0,10,0,1308182364
G3eKTech,1,0.0,1,0,0,1318834401
G5ANDY,342,0.0,14,7,0,1332761895
G5f3,5,0.0,0,1,0,1311929303
G650,0,0.0,0,17,0,1422603033
G6P,3,0.0,1,0,0,1333855520
G711,-3,0.0,0,1,0,1395538323
GA1985,1,0.0,1,0,0,1396377375
GABaracus,6,0.0,2,11,0,1375301746
GALELION,1,0.0,1,0,0,1349379022
GAPeach,1,0.0,0,1,0,1347679106
GAV1N,2,0.0,2,0,0,1311091534
GAgeek,1,0.0,0,1,0,1314452408
GAthrowaway,1,0.0,1,1,0,1390267896
GBB,3,0.0,0,3,0,1336161261
GBKS,557,3.45455,8,195,0,1226962004
GB_001,25,1.0,15,33,0,1304900329
GBiT,397,3.45,27,28,0,1325800714
GBond,1517,3.5,47,252,0,1224950035
GBreton,13,0.0,1,0,0,1329709484
GC1,1,0.0,0,1,0,1325637756
GCA10,215,0.0,107,36,0,1327859618
GCFOX,1,0.0,1,1,0,1351199769
GCPCo,19,0.0,0,2,0,1359926304
GCU_Arbitrary,1,0.0,0,1,0,1291107931
GCheung55,1,0.0,0,0,0,1335401371
GDH,276,1.0,19,21,0,1287741466
GDPay,1,0.0,1,0,0,1338982067
GDieken,2,0.0,0,1,0,1378842235
GDonasta,-12,0.0,0,2,0,1339497836
GEEDA,1,0.0,4,0,0,1363111539
GEET04,1,0.0,1,0,0,1321629154
GEFSIns,1,0.0,2,0,0,1348704550
GEOANN,1,0.0,1,0,0,1328538480
GEOD,1,0.0,0,1,0,1287443285
GETah,8,0.0,3,4,0,1403765986
GEverding,1,0.0,1,0,0,1349464056
GFD2,1,0.0,0,1,0,1390818521
GFK_of_xmaspast,1858,1.47727,20,1598,0,1387519891
GFKjunior,192,2.0,1,89,0,1322541156
GFischer,3012,2.15909,11,2177,0,1262195053
GFuller,636,0.0,27,13,0,1334150858
GFunc,6,0.0,0,6,0,1393524202
GGApps,3,0.0,1,1,0,1411655196
GGMethos,0,0.0,0,2,0,1408504991
GGNH,21,0.0,11,14,0,1319765078
GGev,1,0.0,0,1,0,1372063999
GHA,3,0.0,1,0,0,1330621319
GHFigs,4544,1.77273,9,1536,0,1211190493
GHTN,1,0.0,1,0,0,1443842812
GHgt502rd,1,0.0,1,0,0,1337514872
GI,5,0.0,2,2,0,1375267311
GI8A,1,0.0,0,1,0,1372249807
GICodeWarrior,586,2.68182,37,73,0,1264554951
GIFtheory,32,0.0,0,22,0,1349750045
GIGA25,1,0.0,1,0,0,1365448251
GIMAD,56,0.0,127,0,0,1203765539
GI_Josh,28,0.0,0,9,0,1409072831
GJKGK,1,0.0,2,0,0,1321585649
GJRU,1,0.0,1,0,0,1428338063
GJellineck,1,0.0,1,0,0,1332963727
GJenkins29,1,0.0,2,0,0,1318264002
GKKenya,13,0.0,3,1,0,1326451230
GKStats,1,0.0,0,1,0,1322669057
GKaczorek,3,0.0,1,0,0,1374132427
GKarlM,1,0.0,0,1,0,1363821705
GLM_Group,1,0.0,35,0,0,1297371334
GLMgroup,1,0.0,34,0,0,1288685237
GLStephen,2,0.0,0,1,0,1356872979
GMFlash,6,0.0,0,5,0,1349028022
GMLudo,58,0.0,4,1,0,1423431969
GMWeinberg,2,0.0,0,2,0,1240984802
GMali,10,0.0,4,15,0,1303669689
GNC-Creation,1,0.0,0,0,0,1258160140
GNGR13RDMN,1,0.0,0,1,0,1429885974
GNM,1,0.0,1,0,0,1348577943
GNUAerospace,4,0.0,0,8,0,1332753832
GNUgler,1,0.0,0,1,0,1400724879
GNUmaro,1,0.0,0,2,0,1351251635
GNelsonJ,95,0.0,9,1,0,1307986690
GNess,1,0.0,1,0,0,1289868606
GODanner,2,0.0,0,0,0,1258755951
GONZALO_,1,0.0,0,1,0,1359473251
GOOD-BOY,1,0.0,1,0,0,1369121044
GP,1,0.0,0,0,0,1192467277
GP123,1,0.0,1,0,0,1332313312
GP5Aloy,0,0.0,0,2,0,1385543814
GPBenoit,2,0.0,0,1,0,1317255474
GPGPU,7,0.0,0,6,0,1445020998
GPM212,2,0.0,0,1,0,1253124785
GPacHQ,2,0.0,1,0,0,1427136489
GPostit,1,0.0,1,0,0,1411734559
GQB,4,0.0,0,0,0,1249058897
GR33N_M4N,1,0.0,1,0,0,1321397851
GR8K,190,2.0,6,33,0,1245691833
GREEN-HORNET,1,0.0,0,1,0,1427083047
GREYSTOCK,1,0.0,1,0,0,1314196822
GRFX,1,0.0,1,0,0,1430329163
GRMA,1,0.0,0,1,0,1368940542
GRMM,1,0.0,0,1,0,1394838082
GRMrGecko,1,0.0,0,2,0,1382024258
GResor,35,0.0,1,0,0,1379990444
GS533,5,0.0,2,2,0,1329561803
GSM12345,1,0.0,2,0,0,1324878286
GSP2000,1,0.0,0,1,0,1237803241
GSimon,9,0.0,0,15,0,1385886782
GT,1,0.0,0,1,0,1205063529
GT2860RS,2,0.0,0,1,0,1313771293
GTDMarlon,8,0.0,32,3,0,1303229599
GTDev87,1,0.0,1,0,0,1376488775
GTNjw,1,0.0,1,0,0,1374173567
GTP,5,0.0,0,6,0,1434730644
GTW1226,1,0.0,0,1,0,1384138151
GT_Reddy,1,0.0,1,0,0,1308069847
GTanaka,5,0.0,0,1,0,1242835177
GU5TAF,1,0.0,0,2,0,1359378773
GUNHED_158,13,0.0,2,13,0,1394720957
GUSHY0202,1,0.0,0,1,0,1325392009
GVIrish,618,2.95455,0,206,0,1354729449
GVRV,2524,3.38636,82,98,0,1239814641
GW2Booster,1,0.0,1,0,0,1348675285
GWAN,3,0.0,1,0,0,1331343444
GWBasic,1,0.0,0,1,0,1335397862
GXC,1,0.0,1,0,0,1331750749
GXL8R,19,0.0,4,0,0,1373473239
GYf,1,0.0,0,7,0,1280449957
G_Morgan,35,0.0,0,16,0,1289994444
G_Wen,28,0.0,0,23,0,1288206429
G_rupture,1,0.0,0,1,0,1406838965
G_will,-6,0.0,0,1,0,1330483282
GabGoldenberg,2,0.0,2,2,0,1394709710
GabKNG,75,0.0,4,0,0,1386665567
Gabantoniazzi,1,0.0,0,1,0,1335513126
Gabberkooij,1,0.0,1,1,0,1267447010
GabeBourgeois,1,0.0,1,0,0,1402588968
GabeJacobs,1,0.0,1,0,0,1397939054
GabeN,227,0.0,9,7,0,1332289815
GabeP,1,0.0,0,1,0,1296684642
