ID,Karma,Average,Stories,Comments,About,Created
T-800,1,0.0,1,0,0,1351481094
T-A,3961,1.75,695,202,0,1326212573
T-Ice,1,0.0,0,1,0,1430234571
T-R,899,2.59091,4,319,0,1276508199
T-Roy,-4,0.0,0,2,0,1417722398
T-ShirtMaker,1,0.0,1,0,0,1384796260
T-Snap,2,0.0,2,0,0,1313715105
T-Winsnes,92,2.0,0,36,0,1321853387
T-hawk,1818,2.54545,1,629,0,1285944824
T-kimz,1,0.0,2,0,0,1298199425
T-zex,1877,1.95455,78,97,0,1279185624
T0m_Paine,19,0.0,0,2,0,1358174280
T0mmyismyname,1,0.0,1,0,0,1345687102
T1Brit,1,0.0,1,1,0,1384321786
T20120621,1,0.0,0,1,0,1340293874
T2P,6,0.0,0,14,0,1300970413
T2_t2,19,0.0,1,13,0,1435667036
T3RMINATED,-20,0.0,1,96,0,1368544632
T3mp35t,9,0.0,0,1,0,1422250316
T4LK,1,0.0,2,0,0,1427189624
T808,1,0.0,0,1,0,1426116101
TA-bye,1,0.0,0,1,0,1392310874
TA16161,2,0.0,0,1,0,1364262256
TA21412,1,0.0,0,1,0,1368408045
TA3142,1,0.0,0,1,0,1369299029
TA3423,1,0.0,0,2,0,1368496595
TA5335465,1,0.0,0,1,0,1350251294
TA662,1,0.0,0,1,0,1309131032
TAC1234567,3,0.0,0,2,0,1396035716
TACIXAT,33,0.0,1,30,0,1423843391
TAGMentor,26,0.0,5,9,0,1235666796
TAGrammarNazi,1,0.0,0,1,0,1377463386
TAGzYa,2,0.0,0,1,0,1239625368
TAHSEEN,1,0.0,1,0,0,1372225746
TAM_cmlx,129,0.0,4,3,0,1411353532
TARMAP,2,0.0,0,2,0,1290215290
TATTOO,1,0.0,1,0,0,1309766849
TAYLORJACKSON,1,0.0,1,0,0,1325948375
TAnd,10,0.0,1,0,0,1314343829
TAnthonyH,2,0.0,1,0,0,1412886360
TArends,1,0.0,9,0,0,1317319733
TBBle,4,0.0,0,1,0,1228980271
TBCM,1,0.0,0,3,0,1360837162
TBDMark,3,0.0,1,3,0,1407783486
TBInman,4,0.0,1,9,0,1380187527
TBYtutorials,1,0.0,1,0,0,1363266671
TBastiani,5,0.0,0,7,0,1342788813
TBloom,38,0.0,14,0,0,1310050972
TC2,5,0.0,3,0,0,1269687108
TCFrose,1,0.0,2,0,0,1363088966
TCK_Runner,1,0.0,0,1,0,1388850400
TCL15,7,0.0,1,8,0,1219089478
TCPinc,1,0.0,1,0,0,1378985845
TCS,1,0.0,3,3,0,1327406589
TChiring,2,0.0,0,3,0,1433524284
TCotton,2,0.0,3,0,0,1310849954
TD-Linux,1463,2.52273,3,454,0,1391143615
