ID,Type,Story,Parent,Points,Comments,Author,Title,URL,Content,Created
92702,comment,92629,92700,0,0,pg,,,"I just added your solution (handy to have a repl in the server) and it works well.  Thanks very much; this had been bugging me for a long time.",1198666323
