ID,Type,Story,Parent,Points,Comments,Author,Title,URL,Content,Created
10557103,comment,10552187,10557076,0,0,toomuchtodo,,,"Well that&#x27;s disturbing (but not surprising) if true (if you haven&#x27;t opted in).",1447372792
10557101,comment,10546905,10556565,0,0,nostrademons,,,"That was part of his point, right?  That bootstrapping and taking funding are not mutually exclusive - you can (and often should) seek customers <i>before</i> funding, and then if you ever want to accelerate your growth, you can always take funding later.",1447372751
10557099,story,,,18,0,Oatseller,"The Story of the Naval Tactical Data System","http://ethw.org/First-Hand:No_Damned_Computer_is_Going_to_Tell_Me_What_to_DO_-_The_Story_of_the_Naval_Tactical_Data_System,_NTDS",,1447372710
10557098,comment,10555710,10556152,0,0,k__,,,"Many people in communities can&#x27;t contribute much work besides moderation or testing.<p>If you have something that isn&#x27;t really interesting for hundreds of people, you will struggle to get a handful of working bees. Even less people who will pay anyone to do the work.<p>I simply can&#x27;t imagine that there is any real money in &quot;that business&quot; :\",1447372691
10557097,comment,10554679,10555522,0,0,scott_s,,,"I agree; it comes down to trusting your source. I trust, say, github and bitbucket, and will gladly copy-paste their commands into my terminal. I&#x27;m already trusting them with much more.",1447372662
10557096,comment,10556375,10556958,0,0,bobcostas55,,,No.,1447372654
10557095,comment,10549398,10555378,0,0,malchow,,,"Any downvoters want to explain?",1447372651
10557094,comment,10551327,10556137,0,0,chriswarbo,,,"> I&#x27;m assuming the learner is coming from an imperative language background.<p>Well, Emacs Lisp is pretty imperative: it doesn&#x27;t optimise tail calls, so loops are often needed; its distinct namespaces/special-forms for functions and &quot;values&quot; (which includes anonymous functions) makes functional style less attractive in some situations; many tasks are achieved through destructive update of (often temporary) buffers; Emacs itself is controlled by mutating dynamic or global variables; etc.<p>I would say Emacs Lisp is much closer to imperative languages like Python, than it is to syntactically-similar languages like Scheme, for example.",1447372650
10557093,story,,,1,0,taivare,"Inside Job Transcript – Final Version – 9.30.10 – Insidejob_screenplay.pdf",http://www.sonyclassics.com/awards-information/insidejob_screenplay.pdf,,1447372638
10557092,comment,10556375,10556778,0,0,alextgordon,,,"True, but I can understand Apple&#x27;s position.<p>Commercial software is unlikely to be a trojan. You have much higher value as a paying customer than as a victim.<p>Open source software is similarly unlikely to be a trojan, especially if compiled from source.<p>Closed-source freeware is the perfect attack vector. Opaque and widely disseminated. Who knows what&#x27;s going on inside? Freeware is responsible for a gigantic amount of malware.",1447372620
10557091,comment,10556948,10556948,0,0,SCAQTony,,,"Justin Bieber, Susan Boyle, Carly Rae Jepson",1447372615
10557090,comment,10549398,10549398,0,0,gtpasqual,,,"This the updated and full list:<p><a href=""http://fortune.com/2015/11/12/fidelity-marks-down-tech-unicorns/"" rel=""nofollow"">http://fortune.com/2015/11/12/fidelity-marks-down-tech-unico...</a>",1447372585
10557089,comment,10556375,10557005,0,0,cortesoft,,,"I am not sure what you mean by &#x27;supposed to&#x27; agree to the license. You are correct in that the license doesn&#x27;t self-enforce, but legally you have agreed to follow the license when you download the code. So, Apple can take legal action to enforce compliance with the license, which is what they did whey they sent a C&D notice to f.lux.<p>A license can restrict non-commercial purposes, too (as long as they aren&#x27;t purposes protected by law, e.g. fair use). While it is true that most companies only go after license violators who are using the software for commercial purposes, that is only for practical reasons, not legal.",1447372582
10557088,comment,10554679,10555522,0,0,borkabrak,,,"Good point.  It <i>is</i> important to realize that being <i>too</i> obsessive about security is possible, and to know a reasonable point at which to draw the line.<p>But there is a difference between the two types of attack you describe that seems to change the rules on the web at least somewhat.<p>The difference is risk to the attacker.  If I start punching someone on the bus, getting thrown off is the <i>optimistic</i> outcome.  I could reasonably expect to be arrested, or assaulted in return, possibly fatally.<p>But if I post malware on the web, the worst I could reasonably expect is that the offending content is taken down, my account with that host rescinded, and assuming I do nothing to conceal my identity, I may become known as the type of scumbag who does such things.  I grant that much worse results are <i>possible</i>, but it just doesn&#x27;t seem realistic to expect much worse punishment, so long as a government or large corporation wasn&#x27;t a serious victim.<p>Or so it seems to me.  Thoughts?",1447372578
10557087,comment,10555663,10555663,0,0,mtgx,,,"Is Google&#x27;s End-to-End extension still progressing? Or are they hoping we forgot about it?",1447372569
