ID,Type,Story,Parent,Points,Comments,Author,Title,URL,Content,Created
56,story,,,4,1,pg,"Cyberface: New technology that &#34;captures the soul&#34;",http://www.nytimes.com/2006/10/15/movies/15waxm.html?ex=1318564800&en=e5fbcfe899f7c41d&ei=5090&partner=rssuserland&emc=rss,,1160840625
