ID,Karma,About,Created,Updated
A1kmm,1063,,1282780898,1451291631
A1phab3t,2,,1216735115,1451495710
A1programmer,1,,1315397101,
a10,15,,1213904613,1452886270
a1017,1,,1417454440,1450267840
a1024,1,,1396116393,1452922561
a113n,6,,1312942298,1450207814
a11r,20,,1424969994,1453166657
a1235813,15,"inspired and want to inspire",1318516584,1452897670
a123b,13,,1265745948,1452888852
a123ea,1,,1360877189,1452909844
a124556,15,,1395241805,1452922368
a12b,19,"Blog: http://alexis.bernard.io<p>Github: https://github.com/alexisbernard<p>Twitter: https://twitter.com/alexis_bernard",1358330757,1450207814
a12y,8,,1449097292,1453174288
a1369209993,65,,1369210110,1450207814
a13ph,0,,1299206464,1452893372
a13x,8,,1191595168,1191595168
a13xb,23,"@SIGKILL<p>[ my public key: https://keybase.io/a13xb; my proof: https://keybase.io/a13xb/sigs/VrA5iBxE9VNtFQnZP0EqUz622xTLuKrg1Mj-wN2DbcU ]",1414904384,1450207814
a13xnet,12,"pythonista & erlanger",1323429428,1450207814
a15,-8,,1213904965,1452886269
a159482a,4,,1399358809,1452924129
a15971,2,,1435947812,1453170474
a15i,-2,,1331856660,1452900782
a168797916,1,,1317534505,1452897283
a18x,1,,1300218867,1452893232
a1a,347,,1361709525,1450207814
a1a1aqaq,1,,1303357278,1452893433
a1americancab,1,,1334222225,1452901707
a1b1c1d1,6,,1291373416,1452891721
a1b2c3,12,,1428415199,1453167911
a1couponcodes,2,,1319434979,1452898413
a1discountcodes,1,,1338285202,1452903240
a1eSnLVzq,1,,1315226934,1452896423
a1g,2,,1275575179,1452889309
a1gupta,1,,1297727380,1452892402
a1icey,1,,1391209665,1452920817
a1k0n,1169,"http://a1k0n.net/<p>[ my public key: https://keybase.io/a1k0n; my proof: https://keybase.io/a1k0n/sigs/Gc4PRwu_Mvypwln1Iatdz1B8A_iM8H7WYo2YzYpi9_0 ]",1173400715,1450244532
a1little,1,,1378302151,1452916076
a1n1o1n,2,,1356910772,1452908501
a1r,11,,1385501332,1453171657
a1s9r3f4q6r5s2,1,,1367189684,1452912002
a1vd,2,,1352725316,1450207814
a1w5c5re2433,1,,1312881940,1452895689
a1xon,0,,1421238070,1453165240
