ID,Type,Story,Parent,Points,Comments,Author,Title,URL,Content,Created
28532,comment,28499,28521,0,0,corentin,,,"I'm learning economics, marketing and business as well and there <i>are</i> good resources online (although, that's true, I'm reading a few books as well, but it's the same for computer stuff in fact).<p>Among the resources I know and use are:<p><i> Paul Graham's essays, like many people here (I prefer reading them on paper anyway, but all of them are available on his website);<p></i> Joel Spolsky's blog (joelonsoftware.com) used to have very good articles (lately it's not as good as it used to be); he had the best of them published, too.<p><i> Eric Sink's blog (software.ericsink.com); great articles on marketing and business for geeks.<p></i> There are good articles about the basics of business in the Trizoko online business journal: <a href=""http://www.trizle.com/trizoko"" rel=""nofollow"">http://www.trizle.com/trizoko</a><p><i> On changethis.com you'll find a lot of great PDFs on business subjects (very good resource; there is good stuff by Seth Godin here)<p></i> For economics, I'm reading the work of Frédéric Bastiat, available online here: bastiat.org.\n",1181993882
