ID,Karma,About,Created,Updated
Yrlec,1166,"Founder and CEO of Degoo (http://degoo.com)",1241964730,1450342308
Yruzt,27,,1249902680,1452888234
yReply,4,,1353703426,1452907543
yRetsyM,159,"Problem Solver in Auckland, NZ",1354660717,1450207814
yr,249,,1252788422,1452888344
yrLS1,48,,1453234087,1453379884
yra,1,,1370494130,1452913338
yracullen,1,,1304649200,1452893598
yradunchev,-1,"simply sysadmin. linux addicted. cli addicted.",1271905703,1452889144
yramagicman,13,,1424358787,1453166356
yranadive,3,,1334599927,1451063617
yranchere,3,,1318411005,1450207814
yrashk,613,"Software craftsmanship enthusiast, multidisciplinarian. Entrepreneur, public speaker, cryptocurrencies aficionado, open source developer. Voluntaryist.",1187259416,1443371749
yrb,33,"A Software Developer in NZ.",1231710577,1452888115
yrcjaya,1,,1321855469,1452902431
yrck,1,,1253818871,1452888374
yrdeepika,4,,1300670632,1452908948
yread,9382,,1244227499,1452694798
yreader,2,,1380735107,1452917055
yref99,1,,1307441978,1452894165
yresnob,36,"Developer and Imaginer",1344360280,1450207814
yrezgui,16,"I&#x27;m a Web developer, based in London. I talk English, French and Arabic. Have a look to my website: http://www.yrezgui.com/",1369568407,1452006484
yrfmshsh,4,,1432781143,1453169443
yrgoldteeth,1,,1297178619,1452892673
yrhaedmod,1,,1314002938,1452896454
yrislerlhf,1,,1311043835,1452895124
yrizk,5,,1429397477,1453168296
yrizos,25,,1336843608,1452902949
yrkkmkfvhj,1,,1331567225,1452900615
yrlson,14,,1422342902,1453165595
yrm_dm,1,,1334682798,1452902073
yrmhm,12,,1370270072,1450207814
yrmt,50,,1403645513,1450207814
yrnkrn,5,,1432454748,1453169364
yrns,1,,1405985852,1453174640
yrocco,2,,1322417559,1452898583
yrochat,134,,1386260333,1450207814
yrome78,2,,1329830649,1452900162
yror10,479,https://twitter.com/RoryDHughes,1298586125,1450207814
yrp,2,,1286991366,1452890306
yrral,51,,1261741511,1450207814
yrralman,1,,1267827520,1452888928
yrro,183,,1376130377,1452749847
yrrol,1,,1350059452,1452906637
yrush242,1,,1399845431,1452924281
yry4345,115,,1404046571,1452926196
